City,Density,Population,Latitude,Longitude
Newcastle,402722669.557210,9912,35.240400,-97.599800
Mustang,402706917.624101,21222,35.391700,-97.724500
Petrolina,402690906.555477,260985,-9.380000,-40.510000
Puerto Cabello,402640876.537916,174000,10.470400,-68.170000
Juazeiro,402635007.669159,95132,-9.420000,-40.500000
Ituni,402616117.414262,100,5.430000,-58.250000
Coro,402613268.490473,195227,11.420000,-69.680000
Tuttle,402529070.151901,7143,35.307100,-97.756000
Whitehouse,402519844.392330,8317,32.222200,-95.221700
Punto Fijo,402514447.916968,234736,11.720000,-70.210000
Smithers,402511354.215052,6245,54.766600,-127.166600
Denison,402492515.830727,24380,33.767500,-96.580700
Aracaju,402490504.612176,685356,-10.900000,-37.120000
Blanchard,402484740.722767,8690,35.152300,-97.661200
Valencia,402425975.141173,1770000,10.230000,-67.980000
Banff,402422997.509755,7502,51.178000,-115.571900
San Juan De Los Morros,402420326.412748,87739,9.901000,-67.354000
Sulphur,402415545.104830,20278,30.229000,-93.356000
Lake Louise,402376686.595744,1248,51.433700,-116.183300
Durban,402312867.661521,2729000,-29.865000,30.980000
Valle de la Pascua,402281208.891704,89080,9.210000,-66.020000
Ciudad Bolívar,402278285.377033,338000,8.100000,-63.600000
Newman,402232389.797347,5138,-23.366600,119.733300
Lethbridge,402194368.235028,70617,49.700500,-112.833300
Cametá,402146098.657112,45200,-2.239600,-49.510000
Melissa,401858094.186874,9212,33.289900,-96.555800
Lone Grove,401854751.767974,5060,34.180900,-97.255900
El Manteco,401832527.966980,2215,7.350400,-62.533300
Royse City,401810921.001859,12567,32.976400,-96.319200
San Felipe,401808304.736500,76766,10.336000,-68.746000
Princeton,401792837.355882,10159,33.181700,-96.504100
Burns Lake,401690962.737264,2635,54.217000,-125.766600
Grajau,401646403.759935,30217,-5.810000,-46.150000
Fate,401642988.601291,12090,32.943100,-96.388000
Estância,401587405.186419,55654,-11.269600,-37.450000
Breves,401586719.916194,47164,-1.680000,-50.490000
Orange,401586115.616314,19072,30.120900,-93.761600
Wylie,401560393.306529,49826,33.036400,-96.516000
Fairview,401544527.509687,8950,33.139900,-96.611700
Lucas,401536201.229632,7483,33.095000,-96.579200
El Dorado,401531690.454417,2383,6.733300,-61.633300
Rockwall,401518177.954509,44208,32.916900,-96.437700
Celina,401494477.990270,9836,33.320100,-96.785400
Gering,401417293.937987,8319,41.827500,-103.664900
Allen,401391124.065266,100685,33.108800,-96.673500
Murphy,401369752.411906,20673,33.018600,-96.610500
Heath,401356657.703000,8720,32.844400,-96.467900
Sachse,401356330.086891,25937,32.972600,-96.579200
Tucano,401349228.709881,31203,-10.969600,-38.790000
Prosper,401338042.261463,20312,33.239400,-96.808800
Rowlett,401324117.769665,62868,32.915600,-96.548800
Bridge City,401309270.514227,8162,30.029800,-93.840600
Lüderitz,401258705.241013,15137,-26.648000,15.159400
Vidor,401218458.651253,10854,30.129100,-93.996700
Senhor do Bonfim,401204507.323721,48471,-10.449600,-40.190000
Frisco,401194851.657848,177286,33.155300,-96.821800
Garland,401173485.776931,238002,32.910000,-96.630500
Plano,401173230.484163,286143,33.050200,-96.748700
Sunnyvale,401129520.028208,6491,32.797400,-96.557700
Richardson,401127284.187327,116783,32.971700,-96.709200
Lumberton,401082298.334242,12829,30.256200,-94.207100
Port Neches,401051151.518721,12898,29.976500,-93.946000
Groves,401048584.748044,15769,29.945700,-93.916400
Little Elm,401042734.406774,46548,33.184400,-96.929200
Terrace,401028118.331727,19443,54.500000,-128.583300
Mesquite,401021329.198186,143949,32.762200,-96.588900
The Colony,400968082.253949,42721,33.092600,-96.897600
Nederland,400951537.793273,17491,29.970700,-94.001500
Seagoville,400928106.294980,16715,32.653000,-96.545500
Balch Springs,400909697.332348,25357,32.719400,-96.615000
Addison,400883322.110169,15458,32.958700,-96.835600
Remanso,400829997.315683,37945,-9.599600,-42.110000
Carrollton,400812079.061062,135710,32.988600,-96.900000
University Park,400795634.102728,25201,32.850600,-96.793700
Lake Dallas,400789873.805451,7958,33.127700,-97.023400
Portel,400759392.388032,21315,-1.950000,-50.820000
Farmers Branch,400756185.790770,37088,32.927200,-96.880400
Highland Park,400752676.414001,9208,32.831100,-96.801200
San Carlos,400746349.175509,77192,9.658000,-68.590000
Lewisville,400745946.089477,106021,33.045300,-96.982300
Corinth,400730429.456193,21152,33.143400,-97.068100
Barquisimeto,400714734.415297,1116000,10.050000,-69.300000
Highland Village,400665311.811954,16587,33.089700,-97.061500
Hutchins,400623964.940348,5627,32.642100,-96.709300
Coppell,400611370.673204,41941,32.963900,-96.990700
Quesnel,400562088.007583,13788,52.983700,-122.483300
Upington,400497751.077392,71373,-28.460000,21.230000
Irving,400491409.891472,240373,32.858400,-96.970200
Flower Mound,400487295.962235,76681,33.034400,-97.114700
Calabozo,400486987.762193,117132,8.930400,-67.440000
Lancaster,400432069.036250,39386,32.592200,-96.773700
Grapevine,400414732.844928,53982,32.934300,-97.074400
George Town,400397678.168606,4268,19.280400,-81.330000
Imperatriz,400308025.055523,218106,-5.520000,-47.490000
Southlake,400304656.301812,31824,32.954500,-97.150300
Trophy Club,400303885.626095,12340,33.003900,-97.189700
Red Oak,400297009.187486,12780,32.520400,-96.786100
DeSoto,400283547.355742,53568,32.599200,-96.863300
Euless,400280324.611387,55174,32.850800,-97.079800
Duncanville,400268370.723478,39487,32.646000,-96.912700
Roanoke,400250656.564550,8135,33.014800,-97.226800
Glenn Heights,400222209.525620,13084,32.550600,-96.854800
Colleyville,400214342.752797,26674,32.891300,-97.148600
Bedford,400172317.431774,49486,32.846400,-97.135000
Grand Prairie,400137127.722619,193837,32.686900,-97.020900
Keller,400134357.257073,47266,32.933700,-97.225500
Carora,400082878.712228,149711,10.190000,-70.080000
Cedar Hill,400082511.652364,48710,32.580900,-96.959200
Hurst,400071041.754155,39051,32.835300,-97.180800
North Richland Hills,400039820.091476,70441,32.860500,-97.218000
Mafetang,400019864.223284,57059,-29.816600,27.250000
Waxahachie,400010599.294630,35340,32.403600,-96.842800
Watauga,399994207.634078,24602,32.871800,-97.251500
Serrinha,399991254.475748,56829,-11.649600,-39.010000
Arlington,399967263.797419,396394,32.699800,-97.125000
Acarigua,399954299.217270,260921,9.580400,-69.200000
Richland Hills,399945841.635414,8052,32.809500,-97.227300
Haltom City,399877241.145494,44417,32.817600,-97.270700
Midlothian,399858181.634660,25254,32.471900,-96.987700
Tucuruí,399846876.388012,76337,-3.680000,-49.720000
Saginaw,399770728.056603,23014,32.865400,-97.365300
Mansfield,399768898.347873,68928,32.569000,-97.121100
Prince Rupert,399719650.582398,14708,54.316700,-130.330000
Kennedale,399708237.733552,8338,32.643400,-97.217300
Fort Worth,399679270.756984,874168,32.781400,-97.347300
Forest Hill,399646043.766433,12953,32.661900,-97.266200
Sansom Park,399607021.338870,5836,32.802700,-97.402100
River Oaks,399574672.456254,7703,32.776700,-97.398400
Everman,399564409.421251,6348,32.629600,-97.282800
Karasburg,399506589.742840,6054,-28.019600,18.740000
Azle,399486391.353291,12495,32.895400,-97.537900
Alagoinhas,399430163.449049,124070,-12.140000,-38.430000
White Settlement,399423496.342774,17828,32.755400,-97.460500
Revelstoke,399405613.248725,7668,51.000500,-118.183300
Balsas,399396744.619085,68056,-7.520000,-46.050000
Crowley,399341393.033428,15389,32.578000,-97.358400
Mont Belvieu,399317046.499337,5946,29.852400,-94.878600
Benbrook,399294322.896299,23590,32.676400,-97.464400
Tocantinópolis,399293623.991895,8750,-6.319600,-47.420000
Burleson,399290399.560784,46145,32.517300,-97.334600
Willis,399234398.517310,6436,30.431400,-95.483200
Maracaibo,399168597.949123,2072000,10.730000,-71.660000
Keene,399119536.953865,6440,32.395500,-97.322600
Joshua,399102454.756709,7778,32.458400,-97.385000
Conroe,399062340.570836,84378,30.322000,-95.480700
Willow Park,399059230.503116,5340,32.754800,-97.649900
Baytown,399026879.141356,76804,29.760700,-94.962800
Santa Rita,399009662.689187,31810,10.531800,-71.503900
Feira de Santana,398935643.224898,481911,-12.250000,-38.970000
Humble,398894764.946182,15997,29.992200,-95.265500
Cabimas,398894243.915152,441094,10.430000,-71.450000
Riohacha,398879398.815159,133186,11.540300,-72.910000
La Porte,398733489.678278,35371,29.669000,-95.048300
Deer Park,398655709.781178,33891,29.689800,-95.115100
Seabrook,398619725.010459,13693,29.575100,-95.023600
Williams Lake,398586771.734448,14168,52.116600,-122.150000
Jacinto City,398568361.464254,10661,29.766300,-95.241000
Galena Park,398546911.388833,10989,29.745200,-95.233300
Pasadena,398545620.346150,153520,29.658400,-95.149900
Cranbrook,398521606.129337,18610,49.516700,-115.766700
Tomball,398460293.785702,11707,30.096500,-95.618500
South Houston,398417146.489939,17543,29.661100,-95.228500
Itupiranga,398414970.697105,21301,-5.120000,-49.300000
Irecê,398410670.775325,63626,-11.300000,-41.870000
San Fernando de Apure,398408699.915382,122701,7.900000,-67.469900
Mohales Hoek,398399792.998291,24992,-30.159000,27.480000
Webster,398388391.793680,11123,29.531700,-95.118800
Xique-Xique,398369704.501704,35433,-10.820000,-42.730000
Dickinson,398360080.575586,20359,29.454000,-95.058600
Marabá,398349194.392702,166182,-5.350000,-49.116000
League City,398331800.581621,104903,29.487400,-95.108700
Guanare,398329344.602930,151642,9.050000,-69.750000
La Marque,398323243.337604,16766,29.369000,-94.995700
Lacy-Lakeview,398294507.954881,6611,31.629200,-97.105200
Bellmead,398280227.464589,10503,31.602500,-97.089600
Palikir,398244646.230799,4645,6.916600,158.150000
Daru,398238799.724180,15214,-9.109200,143.233700
Friendswood,398221086.319104,39839,29.511200,-95.197900
Jersey Village,398204814.786418,7929,29.890300,-95.572100
Santa Fe,398181444.755807,13442,29.389100,-95.100500
Trujillo,398172428.742682,50353,9.380400,-70.440000
West University Place,398159949.346392,15608,29.715700,-95.432100
Hitchcock,398149524.150284,7900,29.294500,-95.025000
Pearland,398090018.659940,119940,29.558500,-95.321500
Bellaire,398089362.412321,18797,29.704000,-95.462100
Bryan,398072765.725299,84021,30.665700,-96.367200
Robinson,397979688.512410,11617,31.450100,-97.120200
Manvel,397882937.977359,10115,29.479300,-95.365800
Woodway,397853588.057046,8825,31.498800,-97.231400
Alvin,397852386.173076,26474,29.387100,-95.293400
Salvador,397851915.603867,3484000,-12.970000,-38.480000
Valera,397845476.762442,191167,9.320000,-70.620000
Hewitt,397843292.482974,14435,31.452000,-97.196200
Stafford,397785396.536595,18315,29.627100,-95.565400
Missouri City,397728148.867028,74497,29.563500,-95.537700
Sugar Land,397624669.952828,88485,29.596500,-95.629300
Itaberaba,397606551.783130,47301,-12.519600,-40.300000
Katy,397601301.888911,18282,29.791100,-95.826800
Lethem,397572335.416098,352,3.390000,-59.800000
Port Shepstone,397420877.747996,52793,-30.719500,30.460000
Evans,397409341.735128,20470,40.366000,-104.738900
Richmond,397372550.288197,12064,29.581700,-95.760500
Fulshear,397348871.456715,10044,29.693000,-95.879200
Angleton,397260079.016426,19544,29.171600,-95.429200
Windsor,397255172.037295,25330,40.467900,-104.921400
Moyeni,397255084.441520,24130,-30.411000,27.716000
Rosenberg,397206805.770758,37661,29.544000,-95.819900
Milliken,397125657.003318,7014,40.310600,-104.855600
Clute,397069209.370003,11634,29.025700,-95.397300
Altamira,397064937.880330,70888,-3.199600,-52.210000
Araguaína,397038507.951777,50444,-7.190000,-48.210000
Freeport,396997213.006004,12169,28.945400,-95.360100
Loveland,396936843.659557,76701,40.416700,-105.062100
Barinas,396876610.916597,284289,8.600000,-70.250000
Nelson,396821230.161105,11779,49.483700,-117.283300
Berthoud,396803358.571212,8889,40.306100,-105.040300
Valença,396788050.616615,63231,-13.359600,-39.080000
Machiques,396783860.650261,62968,10.070400,-72.549900
Creston,396779690.793793,4816,49.100000,-116.516700
Brighton,396704286.689380,40562,39.971400,-104.796600
Belton,396679271.099954,21734,31.052700,-97.478900
Frederick,396625650.133913,12687,40.109500,-104.966900
Dacono,396580993.841456,5545,40.061800,-104.950000
Kamloops,396579430.173528,68714,50.666700,-120.333300
Valledupar,396550196.958527,308237,10.480000,-73.250000
Santa Marta,396536889.410666,431781,11.247200,-74.201700
Nolanville,396467942.907112,5231,31.075500,-97.611700
Commerce City,396457599.501816,55923,39.864200,-104.843400
Aurora,396413454.768293,366623,39.708400,-104.727400
Erie,396395265.814048,24234,40.041000,-105.039300
Harker Heights,396377101.471954,31075,31.057200,-97.644500
Thornton,396371980.239916,136978,39.920500,-104.944300
Northglenn,396297936.288040,38928,39.910600,-104.978300
Prieska,396279582.599219,11236,-29.659500,22.730000
Broomfield,396237266.433358,68341,39.954100,-105.052700
Isla Mujeres,396173371.516264,12491,21.208400,-86.711500
Federal Heights,396162634.950631,12744,39.865100,-105.015400
Westminster,396110015.905141,112812,39.883700,-105.062700
Louisville,396105205.557146,21128,39.970900,-105.144100
Glendale,396046685.851058,5158,39.703600,-104.935200
Ciénaga,396044781.159876,131171,11.010400,-74.250000
Superior,396023313.703405,12951,39.934600,-105.158600
Parker,396012433.231777,54202,39.508300,-104.775500
Jaguaquara,396003421.237886,41498,-13.530000,-39.970000
Centennial,395987877.794480,110250,39.592600,-104.867400
Copperas Cove,395967325.655809,32706,31.119200,-97.914100
Greenwood Village,395944579.257133,15721,39.615200,-104.913100
Cherry Hills Village,395919334.099466,6644,39.637500,-104.948100
Cancún,395916015.990805,542043,21.170000,-86.830000
Edgewater,395900346.928761,5308,39.750800,-105.062700
Lone Tree,395882764.676835,13566,39.530800,-104.871000
Arvada,395875515.020997,118807,39.832100,-105.151000
Wheat Ridge,395865008.877334,31294,39.772800,-105.103100
Englewood,395854064.695993,34407,39.646800,-104.994200
Sheridan,395812501.972178,6098,39.646700,-105.018000
Sandspit,395807075.983271,538,53.240400,-131.833300
Castle Pines,395773909.497784,10523,39.462500,-104.870600
Lakewood,395722059.664609,154958,39.697800,-105.116800
Littleton,395721166.158874,47734,39.591100,-105.019400
Hutto,395714024.931650,25367,30.537200,-97.551400
Castle Rock,395665056.648607,62276,39.376100,-104.853400
Georgetown,395656676.221934,70685,30.666400,-97.693700
San Carlos del Zulia,395629944.206525,97288,9.010400,-71.920000
Golden,395623619.749531,20571,39.740600,-105.212200
Boa Vista,395611614.835035,235150,2.816100,-60.666000
Kelowna,395555900.479469,125109,49.900000,-119.483300
Pflugerville,395482560.175168,63359,30.452800,-97.602200
Round Rock,395480929.419102,123678,30.525200,-97.665900
Merida,395433436.234657,345489,8.400000,-71.130000
Jequié,395356191.528479,135574,-13.850000,-40.080000
Alenquer,395348710.443453,26290,-1.939600,-54.790000
Leander,395191602.044164,49234,30.572100,-97.859600
Monument,395188944.653575,7380,39.073600,-104.846900
Lillooet,395170472.427699,2893,50.683700,-121.933300
Cedar Park,395167369.866398,75704,30.510500,-97.819800
Barranquilla,395114302.430645,1798000,10.960000,-74.800000
Soledad,395088487.586682,698852,10.920000,-74.770000
Aliwal North,394976441.133038,44436,-30.689600,26.710000
Poffader,394915910.112621,4220,-29.132900,19.383400
Puerto Carreño,394858461.667531,10216,6.185000,-67.493000
Fountain,394857931.572258,29804,38.688700,-104.682900
Ubaitaba,394839380.921972,28375,-14.300000,-39.330000
Xinguara,394750623.671909,4047,-7.100600,-49.948000
Santarém,394733637.733811,230428,-2.433300,-54.700000
Manitou Springs,394724091.412938,5322,38.857600,-104.912700
Lakeway,394611322.034409,15154,30.355700,-97.980500
Bee Cave,394570367.672088,6739,30.308700,-97.961900
Penticton,394511221.156621,37721,49.500400,-119.583300
Buda,394428896.598599,16163,30.084600,-97.844000
Óbidos,394398914.405257,27587,-1.910000,-55.520000
Cozumel,394368292.341552,73934,20.510000,-86.950000
Bella Bella,394354167.828690,1400,52.148400,-128.117300
Sabanalarga,394318914.821898,68535,10.640000,-74.920000
Kyle,394201693.003622,43480,29.993800,-97.885900
Barreiras,394188525.563433,158292,-12.140000,-45.000000
Oriximiná,394153258.053781,35581,-1.759600,-55.870000
Conceição do Araguaia,394096407.659286,27115,-8.250000,-49.290000
Bom Jesus da Lapa,394056167.001787,40691,-13.249500,-43.440000
Ilhéus,393981552.010010,230622,-14.780000,-39.050000
Oranjemund,393933183.501987,8496,-28.549500,16.430000
Itabuna,393890946.960377,221938,-14.789600,-39.280000
Brumado,393823193.895433,41989,-14.210000,-41.670000
Tizimín,393801361.114008,41993,21.130400,-88.150000
Alexander Bay,393750479.221045,1500,-28.608300,16.503300
Puerto Ayacucho,393626770.885689,52526,5.663900,-67.623600
Kavieng,393561745.065025,19728,-2.581300,150.813000
Guasdualito,393514994.322076,30860,7.240000,-70.740000
Hayden,393501181.083462,14693,47.768000,-116.804000
Colesberg,393373135.795719,12423,-30.719500,25.100000
Caracaraí,393304117.797336,11368,1.816200,-61.127700
New Braunfels,393285718.328632,79152,29.699500,-98.115300
Post Falls,393240015.680368,33290,47.720200,-116.939700
Avon,393199536.314501,6541,39.644800,-106.513800
Arauca,393174527.216503,69264,7.090700,-70.761600
Santa Maria da Vitória,393172002.689570,23488,-13.390000,-44.210000
Vitória da Conquista,393159019.999905,308204,-14.850000,-40.840000
Guanambi,393049776.164341,58877,-14.229600,-42.790000
Liberty Lake,392938567.192458,9893,47.668700,-117.103200
Cibolo,392878599.961268,29249,29.564900,-98.213100
Arjona,392874298.139625,50405,10.260000,-75.350000
Cartagena,392861247.528379,887000,10.399700,-75.514400
Schertz,392800658.515107,40092,29.565000,-98.253900
Palmas,392791738.839472,235315,-10.237700,-48.287800
Bulverde,392790759.241928,5184,29.773600,-98.435900
Spokane Valley,392774848.801203,97847,47.662500,-117.234600
Valladolid,392764892.595647,48479,20.670400,-88.200000
San Cristóbal,392741454.409211,438798,7.770000,-72.250000
Selma,392721789.743865,10712,29.586500,-98.313300
Cúcuta,392683538.521642,722146,7.920000,-72.520000
Universal City,392676812.508285,20532,29.552100,-98.307400
Itapetinga,392661182.154006,59721,-15.250000,-40.250000
El Banco,392659777.435024,54522,9.000300,-73.980000
De Aar,392647239.885325,32318,-30.650000,24.000000
Live Oak,392617240.679090,15820,29.554500,-98.340400
Converse,392612407.769964,23375,29.513300,-98.307800
Lae,392551099.052514,131052,-6.733000,146.990000
Itambé,392536049.168282,23558,-15.239600,-40.630000
Windcrest,392472166.335359,5866,29.514800,-98.381900
Kirby,392376145.619999,8705,29.461100,-98.386000
Fair Oaks Ranch,392348732.460544,9091,29.745100,-98.639500
Airway Heights,392345510.490453,8166,47.645900,-117.579200
Terrell Hills,392284390.345887,5397,29.477100,-98.447100
Alamo Heights,392253099.855131,8413,29.482800,-98.468100
Canavieiras,392244177.795245,26375,-15.640000,-38.960000
El Carmen de Bolívar,392198836.574655,60980,9.720400,-75.130000
Kerema,392170295.069985,5646,-7.927000,145.838000
Aransas Pass,392144786.635084,8265,27.887700,-97.113400
Ocaña,392128574.858924,83511,8.240400,-73.350000
Port St. Johns,392044951.236601,5939,-31.627900,29.528300
Izamal,392037762.156208,14954,20.930400,-89.020100
Porto Nacional,391990649.457935,9129,-10.700000,-48.419900
Motul,391990539.088874,21253,21.100000,-89.280000
Leon Valley,391990223.127281,11426,29.495400,-98.614100
Helotes,391952141.870412,9169,29.569300,-98.695600
Magangué,391889546.793340,100313,9.230000,-74.740000
Umtata,391846546.891850,137772,-31.580000,28.790000
Progreso,391769386.633651,47124,21.283300,-89.666600
Portland,391761346.108929,17287,27.891300,-97.328000
Parintins,391642648.998707,64428,-2.610000,-56.740000
Chilliwack,391419135.276773,51942,49.166600,-121.950000
Pamplona,391404530.146384,53587,7.390400,-72.660000
Mérida,391188099.473362,965000,20.966600,-89.616600
Ammon,391125190.300244,15540,43.474700,-111.956800
Tolú,391069566.281948,27390,9.535800,-75.572000
Sincelejo,390921608.990598,261187,9.290400,-75.380000
Santa Cruz Cabrália,390904948.075414,19545,-16.280000,-39.030000
Powell River,390818255.910532,12779,49.883700,-124.550000
Abbotsford,390800327.030174,151683,49.050400,-122.300000
Almenara,390773504.843759,29333,-16.170000,-40.700000
La Esmeralda,390724747.398662,150,3.173800,-65.546600
Port Hardy,390687165.511978,2295,50.717100,-127.500000
Felipe Carrillo Puerto,390659446.865935,24807,19.580400,-88.050000
Tame,390632948.230576,29099,6.460300,-71.740000
Vancouver,390596385.969607,2313328,49.273400,-123.121600
Porto Seguro,390586925.628700,123173,-16.429600,-39.080000
Campbell River,390555235.450847,33430,50.017100,-125.250000
Springbok,390487636.039877,10438,-29.666700,17.883300
Peto,390478773.122679,17607,20.130000,-88.920000
Clarkston,390220098.599940,7396,46.415200,-117.050200
Itaituba,390216909.164674,92308,-4.258600,-55.925000
Blaine,390214275.323822,5311,48.983900,-122.741400
Janaúba,390213138.889450,56572,-15.799600,-43.310000
Bucaramanga,390212868.277209,1009000,7.130100,-73.125900
Ticul,390102571.675139,30519,20.400400,-89.530000
Tekax,390061363.155903,22806,20.200000,-89.280000
Lorica,390046961.194725,52771,9.241900,-75.816000
Ferndale,390027003.521456,14026,48.852500,-122.589200
Januária,389949950.189728,34811,-15.480000,-44.370000
Courtenay,389890204.507385,32793,49.683300,-125.000000
Gurupi,389739599.191211,64789,-11.719600,-49.060000
Sedro-Woolley,389516712.500669,11838,48.511300,-122.232000
Nanaimo,389479487.961025,84905,49.146000,-123.934300
Inírida,389430833.630119,9065,3.854000,-67.906100
Halachó,389399148.804937,9165,20.480000,-90.080000
Ayapel,389396655.094032,23639,8.330400,-75.150000
Chubbuck,389334716.885960,14869,42.922600,-112.470200
Burlington,389311031.082942,8783,48.467700,-122.329800
Middelburg,389305130.283451,18164,-31.500000,25.010000
Itamaraju,389274138.954842,47628,-17.039600,-39.529900
Carnarvon,389209509.505870,5785,-30.949600,22.133300
Araçuaí,389071011.617604,22005,-16.859600,-42.069900
Barrancabermeja,389035006.154604,191403,7.090000,-73.850000
Maués,389028286.535429,32561,-3.389600,-57.720000
Montería,388935224.253061,275198,8.757500,-75.890000
East Wenatchee,388833589.617670,13983,47.417200,-120.280900
Queenstown,388829159.346486,105309,-31.899600,26.880000
Arlington,388751497.015390,19212,48.169700,-122.144600
Alvorada,388710795.594555,10232,-12.470000,-49.082000
Socorro,388581882.050425,24895,6.460300,-73.270000
Fruita,388550890.441366,13294,39.154000,-108.728500
Itacoatiara,388420820.212182,51509,-3.140000,-58.440000
Montes Claros,388413379.610904,332379,-16.720000,-43.860000
Lake Stevens,388385903.943873,32785,48.002900,-122.096000
Los Fresnos,388382060.598212,7830,26.075000,-97.487800
Smithfield,388306308.833757,11374,41.834700,-111.826600
North Logan,388230176.611087,10646,41.775900,-111.806600
Victoria,388210181.353831,289625,48.433300,-123.350000
Snohomish,388197927.330709,10089,47.927700,-122.097000
San Benito,388194332.960432,24528,26.129800,-97.644000
Everett,388188117.081430,110079,47.952400,-122.167000
Monroe,388142402.144030,18789,47.859600,-121.985300
Puerto Lempira,388120095.781850,4856,15.262000,-83.771600
Providence,388089284.933783,7411,41.703300,-111.812100
Kalbarri,388083036.680894,1537,-27.666200,114.166700
Matamoros,388018482.247193,538785,25.880000,-97.500000
Brus Laguna,387999700.410675,4067,15.750400,-84.480000
Nibley,387981211.708239,6917,41.672500,-111.845400
Mukilteo,387940916.754479,21469,47.909400,-122.303500
Mill Creek,387928721.483894,20832,47.863300,-122.203400
Hyrum,387909316.842746,8197,41.631800,-111.843900
La Feria,387904818.951987,7364,26.154400,-97.825500
Chetumal,387850552.648389,154517,18.500000,-88.300000
Duvall,387846711.586187,7813,47.735400,-121.972500
Elsa,387840803.550785,7134,26.296900,-97.993700
Bocaiúva,387823397.799106,32114,-17.109600,-43.810000
College Place,387772806.668319,9258,46.043100,-118.386900
Mercedes,387741971.064729,16734,26.153300,-97.912800
Lynnwood,387738794.271677,38273,47.828500,-122.303400
Woodinville,387720427.138337,11997,47.756900,-122.147800
Bothell,387703823.075256,45533,47.773600,-122.204400
Brier,387679013.384751,6884,47.792200,-122.273400
Tofino,387663245.661297,1655,49.152100,-125.903100
Edmonds,387644270.204593,42209,47.811400,-122.353300
Mountlake Terrace,387643092.447333,21337,47.792000,-122.307600
Weslaco,387630144.226521,40358,26.166800,-97.985900
Kenmore,387609905.433914,22867,47.753200,-122.245900
Nanuque,387583228.792595,37824,-17.840000,-40.350000
Lake Forest Park,387582369.284943,13392,47.759600,-122.287900
Duitama,387575484.771419,101156,5.830500,-73.020000
Edinburg,387566988.064219,90280,26.319000,-98.160700
Progreso,387561247.708888,5938,26.096200,-97.956600
Redmond,387551105.988441,64291,47.676200,-122.116600
Milton-Freewater,387520915.982799,7027,45.934800,-118.391300
Kirkland,387519353.670292,88630,47.699700,-122.204100
Shoreline,387517467.064543,56189,47.756400,-122.342600
Nova Viçosa,387507602.003177,55980,-17.880000,-39.370000
Corozal,387473316.527131,8724,18.398000,-88.388000
Donna,387464975.663527,16638,26.146800,-98.056000
Sogamoso,387443222.188553,126551,5.720000,-72.940000
Sammamish,387442488.435069,64548,47.601900,-122.041900
North Bend,387439361.124374,6821,47.489800,-121.773800
Orocue,387417307.431472,2835,4.794600,-71.340000
Alamo,387409509.137097,19679,26.181100,-98.117700
Teófilo Otoni,387396787.504405,101170,-17.870000,-41.500000
Pasco,387367822.376876,73013,46.250300,-119.129800
San Juan,387361427.812086,36981,26.190400,-98.152000
Brigham City,387359413.858527,19182,41.503500,-112.045400
Yopal,387322356.832627,61029,5.347000,-72.406000
Bellevue,387308755.725741,144444,47.595300,-122.155100
Issaquah,387290041.364995,37487,47.542100,-122.044500
Campeche,387278634.427275,205212,19.830000,-90.500000
Pharr,387251479.630899,79487,26.168600,-98.190400
Richland,387251118.105782,56243,46.282600,-119.293800
Alton,387232365.502764,17278,26.288400,-98.309800
West Richland,387195122.164946,14596,46.311500,-119.399700
Poulsbo,387168436.690318,10670,47.741700,-122.640700
Mercer Island,387151786.847558,25261,47.562500,-122.226500
North Ogden,387146293.802994,19465,41.312400,-111.958600
Newcastle,387136931.138616,11681,47.530300,-122.163300
Pleasant View,387102130.452383,10287,41.324900,-112.001100
Mission,387057751.977769,84424,26.204000,-98.325100
Harrisville,387053477.639166,6535,41.285200,-111.985900
Hidalgo,387037140.691883,13931,26.108000,-98.248100
Bainbridge Island,387023403.063592,24522,47.643900,-122.543400
Farr West,387010833.586856,6996,41.301500,-112.031800
Palmview,386999776.871039,5792,26.230300,-98.379200
Formosa,386984179.694119,81232,-15.539500,-47.340000
Renton,386971442.826464,101379,47.475800,-122.190500
Niquelândia,386944527.713020,27541,-14.469600,-48.470000
Plain City,386932760.990889,6764,41.307100,-112.087700
South Ogden,386891254.585168,17101,41.171400,-111.956800
Reynosa,386890106.323786,498654,26.080000,-98.300000
Tukwila,386882478.829169,20144,47.474800,-122.272700
Maple Valley,386855455.967452,25758,47.366000,-122.036900
Washington Terrace,386851545.627984,9152,41.168300,-111.978300
South Weber,386849525.416645,7310,41.133400,-111.939200
Puerto Berrío,386845321.477122,33983,6.480400,-74.420000
Nuevo Laredo,386843849.774695,349550,27.500000,-99.550000
Riverdale,386822714.769870,8758,41.173400,-112.002400
Piedras Negras,386821132.687604,139619,28.707600,-100.531700
Burien,386815652.916266,51671,47.476200,-122.339300
West Haven,386805038.061882,13532,41.208200,-112.053800
Covington,386786821.776603,20916,47.366800,-122.104400
SeaTac,386778682.798542,29140,47.444500,-122.298600
Roy,386747268.529626,38595,41.171600,-112.047900
Kent,386728364.227389,128458,47.388700,-122.212800
Sunset,386718580.988507,5286,41.139200,-112.028500
Layton,386709863.337788,76691,41.077100,-111.962200
Normandy Park,386705480.280729,6649,47.434400,-122.343600
Fruit Heights,386705010.583446,6215,41.027700,-111.908100
Pirapora,386701643.999628,60164,-17.330000,-44.930000
Selah,386697078.146418,7859,46.648200,-120.538900
Clinton,386660182.623143,21971,41.139500,-112.065600
Clearfield,386659711.970927,31363,41.103000,-112.023700
